issue,num_opinions,cluster,is_centroid
Would it be a good idea to introduce a new higher-tier of income tax rate?,5,1,False
Should children be able to access their genomic information without the consent of their parents?,5,0,False
Should Scotland be independent?,5,4,False
Should the UK have an opt-out organ donation scheme?,5,4,False
Should the government spend more money on building more nuclear power stations?,5,1,False
Is it okay to eat genetically modified foods?,4,0,False
Should the UK maintain its current levels of defence spending?,5,4,False
Should we build new nuclear power stations in the UK?,5,4,False
Should the government be making its own medicines instead of importing them?,4,1,False
Should the law require new houses to be net zero carbon?,5,1,False
Should we ban all use of insecticides and pesticides?,2,2,False
Should the government spend less on the military?,5,1,False
Is capitalism a fair and sustainable economic system?,5,1,False
Is obesity a worse health risk than alcoholism?,5,0,False
Will climate change one day make the UK too hot to live in?,4,4,False
Should it be legal to offer cash rewards for anyone who can solve the worlds biggest problems?,5,0,False
Should the right to vote be extended to children?,5,3,False
Is human population growth a good thing?,5,0,False
Should the BBC be funded by tax-payer money?,5,4,False
Should the government spend more on road repairs?,5,1,False
Do we need an independent body to audit and investigate the work of the police?,4,0,False
Should we encourage high-earning students to stay in the UK by offering them special scholarships?,5,4,False
Should people be able to vote by internet?,4,0,False
Should government ministers be allowed to use private flights?,2,0,False
Should the law be changed to ban all advertisements of unhealthy foods?,2,2,False
Does the minimum wage need to be raised?,4,1,False
Is it better to have a single-party or a multi-party government?,5,1,False
Should we ban people from visiting certain websites in the UK?,4,2,False
Are there any questions that we should never allow people to discuss and to vote on?,5,0,False
Should the UK stop burning coal in order to reduce greenhouse gas emissions?,5,4,False
Should there be a national identity card for all people in the UK?,5,4,False
Are the police doing all they can to deal with the knife crime epidemic?,5,0,False
Is it okay for doctors to withhold pain medication from patients who are addicted to opioids?,5,0,False
"Does the government have the right to ban a social media group, e.g. a WhatsApp group, for spreading misinformation?",1,0,False
Is it okay to take antibiotics when you have a cold?,4,0,False
Should the monarchy have less money?,2,1,False
Is the government doing enough to tackle the climate emergency?,4,1,False
Should we ban fast food outlets from opening near schools?,1,2,False
Is it OK to drive to a nearby town rather than take a bus?,1,0,False
Should there be stricter regulations for the food industry?,5,2,False
Should we move to a universal basic income?,5,1,False
Is the human species the most important thing in the universe?,5,0,False
Should we build a nuclear power station in the West Midlands?,1,4,False
Should the UK invest more in research into new sources of energy?,5,4,False
Would it be good to have a basic income?,5,1,False
Should people be allowed to smoke in public?,1,2,False
Is a full English breakfast better than a continental breakfast?,5,4,False
Is it good to reduce poverty in foreign countries?,5,1,False
Should the government do more to promote gender equality?,5,1,False
Should the public sector pension be a “final salary” or “career average”?,5,1,False
Should the Government help to fund the building of churches?,5,1,False
Is it ok for sports athletes to be paid money to promote products they do not use?,5,0,False
Should we introduce a maximum wage for British citizens?,5,4,False
Should we be wary of relying on algorithms to make important decisions?,5,0,False
Should the number of immigrants allowed to come to the UK each year be increased?,5,4,False
Do we need a more socially conscious form of capitalism?,5,1,False
Should all students be guaranteed a place at their closest university?,5,3,False
"Should we raise taxes on income above £250,000?",5,1,False
Do we need a tax on sugary foods?,5,1,False
Will the rate of global warming eventually become catastrophic?,5,1,False
Should we have a wealth tax?,5,1,False
Should the UK adopt a single six-year parliamentary term?,5,4,False
Is the government spending too much on healthcare?,5,1,False
Should employers be able to insist that employees have certain hairstyles?,5,0,False
Should the government invest public money in private companies?,5,1,False
Should doctors be permitted to prescribe addictive drugs to terminally ill patients?,5,0,False
Should we all be using the metric system?,5,1,False
Should we eliminate class divisions in our society?,5,3,False
Is globalisation a positive force in society?,4,1,False
Should we expand the number of coal-fired power stations in the UK?,5,4,False
Should there be free public transport in London?,5,4,False
Should companies with over 100 employees be legally obliged to report how many men vs. women they employ in each salary range?,5,0,False
Should a new medical treatment be allowed to be used if the treatment has not been sufficiently tested and has not been proven to work?,5,0,False
Should we have a second Scottish independence referendum?,5,4,False
Is a tax on meat a good way to prevent climate change?,5,1,False
Should the government compensate people for pollution caused by high emissions in their neighbourhood?,5,1,False
Should all dogs be kept on a leash when outdoors?,5,0,False
Should we take action to reduce the impact of climate change?,5,1,False
Is our global population of 7.7 billion too high?,5,1,False
Should there be a limit on the amount of money a political party can spend on a campaign?,4,1,False
"Should the Bank of England be required to target a specific level of inflation, e.g. 2%?",4,1,False
Should there be a four-day week?,1,1,False
Should the UK join the European Free Trade Area?,5,4,False
Should people have to pay more for insurance if they drive a car that is more likely to cause death or injury?,5,1,False
Should the UK break up its own royal family?,1,4,False
Are the actions of the Extinction Rebellion protestors justified?,1,0,False
Is it ethical to use artificial intelligence for purposes such as facial recognition?,5,0,False
Is the National Health Service spending enough on mental health?,5,4,False
Should the government be able to stop a parent giving their child a non-mainstream education?,5,3,False
Is the King a worthwhile role in modern society?,5,0,False
Is it okay to use animals in scientific research?,5,0,False
Should people have to pay a tax if they want to own a car?,5,1,False
Should the government subsidize the cost of wind and solar power?,5,1,False
Are there any arguments in favour of a Universal Basic Income?,5,1,False
Should we ban drugs which have side-effects of getting the user high?,5,2,False
Should we have a 'living wage'?,5,1,False
Should we provide universal basic income?,5,1,False
Should Scotland have independence?,5,4,False
Should the government fund independent newspapers?,5,1,False
Should the UK continue to fund research into stem cell research?,5,4,False
How dangerous is global warming?,5,0,False
Should we ban smoking on beaches?,5,2,False
Should we be more ambitious in meeting our targets for the reduction of greenhouse gases?,5,1,False
"Should we have private and public education systems, or should education be just public?",5,3,False
Is the national minimum wage too low?,5,1,False
Should we ban the sale of pets?,5,2,False
Will it be possible to get rid of malaria?,5,0,False
Should public authorities use big data to predict which people are likely to commit crimes?,5,0,False
Does the UK have an over-dependence on foreign trade?,5,4,False
Should the police be able to force people to remove their face coverings?,5,0,False
Should people be allowed to smoke at outdoor eating and drinking venues?,5,2,False
Should the UK declare itself a republic?,5,4,False
Should we ban all private schools?,5,2,False
Should we ban the use of plastic in disposable containers?,5,2,False
Should we allow the sale of cannabis in the UK?,4,4,False
Is the UK doing a good job of supporting poor children in this country?,5,4,False
Should the BBC have an option to increase the licence fee to fund a new BBC News channel?,5,4,False
Should it be okay for doctors to prescribe life-ending drugs to patients with terminal illnesses?,5,0,False
Should we adopt a new system of voting in UK parliamentary elections?,5,4,False
Should we remove statues of racist historical figures from public places?,5,2,False
Should we ban the use of diesel-powered cars?,4,2,False
Should cars be banned from cities?,5,2,False
Should we raise the speed limit to 80mph on some of the motorways?,5,1,False
Should parents be required to pay for their kids' college education?,5,3,False
Is the cost of university too high for the average person?,5,1,False
Should we legalise cannabis for recreational use?,3,2,False
Are micro-aggressions always bad?,5,0,False
Is it okay to build a nuclear power plant next to a village?,5,0,False
Should the UK decriminalize some currently illegal drugs?,4,2,False
Should the government raise the minimum wage?,5,1,False
"Should all adults be given a monthly allowance by the government, to be used for anything they like?",5,1,False
Should we tax people based on their carbon footprint?,5,1,False
Are people in the UK generally friendly?,5,4,False
Should the government have the right to control the internet in times of war?,5,0,False
Do we need to reduce the amount of plastic we use?,5,2,False
Should the government encourage greater investment in sustainable energy by subsidising it?,5,1,False
Will we ever achieve 'peace in our time'?,5,0,False
Is it right that the wealthiest 1% of the world’s population now has more than half of the world’s wealth?,5,1,False
Should the age at which people are allowed to drink alcohol be reduced?,4,2,False
Should we ban gambling on sport?,4,2,False
Should the government subsidize childcare?,5,1,False
Should we limit the amount of TV advertising directed at children?,5,3,False
Should we ban or restrict gambling?,5,2,False
Would it be a good idea to provide every UK citizen with free electricity for their homes?,5,4,False
Should the police have the power to arrest people without a warrant?,5,0,False
Should we support the creation of a single state for the whole of Ireland?,5,4,False
Should we allow people to use self-driving cars on the roads?,5,0,False
Should there be a national database of all people in the UK?,5,4,False
Should we have a new public holiday to celebrate equality diversity and inclusion?,4,1,False
Should we increase the amount of government funding that goes to the National Health Service?,5,1,False
Should universities be allowed to increase tuition fees at any level they want?,5,1,False
Should we allow gene editing of humans to prevent disease?,5,0,False
Is it a good idea for the government to provide more funding to improve community mental health services?,4,1,False
Should we create a new tax to fund the NHS?,4,1,False
Should public transportation be free?,4,1,False
Should it be legal to use artificial intelligence to provide political advice to the prime minister?,5,0,False
Should the UK ban all plastic bags in the country?,5,2,False
Should people who are in receipt of state benefits be able to get free bus passes?,5,3,False
Should the voting age be raised to 23?,5,3,False
Should the UK have a specific national language?,5,4,False
Should we ban football hooligans from travelling to matches abroad?,5,2,False
Should we have a border between Northern Ireland and the Republic of Ireland?,5,4,False
Should we allow fracking in the United Kingdom?,5,4,False
Should we impose a carbon tax on all fossil fuels?,4,1,False
Should the police use drones to monitor public gatherings?,5,0,False
"Should we introduce a higher tax band for people who earn more than £250,000?",5,1,False
Is it ever right to have children without wanting to raise them?,5,0,False
Should we ban all advertising of fast food on the internet and social media?,5,2,False
Should the United Kingdom stop investing in fossil fuels?,5,4,False
Should we restrict immigration into the UK?,5,4,False
Should there be legislation protecting the 'right to die'?,1,0,False
Is it okay to pay for your son or daughter to have a better education than is freely available to everyone?,5,3,False
"Should companies be required to publish the salaries of employees, or at least the salaries of employees above a certain threshold?",5,1,False
Should the UK break up into separate countries?,1,4,False
Should there be a national vote on whether to build new nuclear power stations?,5,1,False
Should the UK raise taxes to reduce the size of the national debt?,5,4,False
Are the police more corrupt today than in the past?,5,0,False
Should we have an opt-out or an opt-in system for organ donation?,5,0,False
Should we put limits on the number of times a person could have access to social media in a year?,5,0,False
Are the UK’s current air quality levels acceptable?,5,4,False
Is a market economy the best system for providing people with a decent quality of life?,4,1,False
Should the government subsidize the production of low-cost food?,5,1,False
Is it time to abandon the metric system and return to the imperial system?,5,1,False
Should all UK citizens be allowed to work in the EU?,4,4,False
Should the state own utilities?,5,1,False
Is a more equal distribution of wealth a good thing in society?,4,1,False
Should we ban the sale of new petrol and diesel cars from 2030?,4,2,False
Is it okay to use your phone to take photos at the cinema?,5,0,False
Should we continue to fund coal-fired power stations?,5,1,False
Should the government ban all smoking in public?,5,2,False
"Should we make it easier for people to vote, for example by allowing them to vote online?",5,3,False
Should we allow the police to use facial recognition software?,5,0,False
Should we require people to recycle?,5,1,False
"Should all people in the UK be allowed to vote, regardless of age?",3,3,False
Should we restrict the sale of fireworks to licensed vendors?,5,2,False
Should we allow an organ market?,5,0,False
Should public transport be free?,5,1,False
Should a minimum of 10% of the government's spending be spent on culture?,5,1,False
Should the government restrict which plants farmers are allowed to grow?,5,0,False
Should the voting age be lowered?,4,3,False
Is the National Health Service (NHS) a good model for providing healthcare?,5,4,False
Will the UK ever be able to stop using fossil fuels?,5,4,False
Should everyone have to carry ID cards?,5,0,False
Should we allow terminally ill patients to import unlicensed drugs that have not been approved for use in the UK?,4,0,False
Are there any circumstances where the government should be able to ban public protests?,5,2,False
Should the government provide more funding to support UK exports?,1,4,False
Should Britain go on fighting climate change by reducing our carbon footprint?,5,4,False
Should we ban cars from city centres?,5,2,False
Should we pay everyone a basic income of GBP 400/month?,5,1,False
Should the UK allow more foreign skilled workers to come and work in the UK?,4,4,False
Should the UK continue to fund the BBC in the same way that it does now?,4,4,False
Should we end the ban on smoking cannabis?,4,2,False
Should we keep the monarchy?,5,1,False
Should the UK ban smoking in all public places?,5,2,False
Should we allow companies to patent new genes that are discovered?,5,0,False
Should the government intervene to change food choices so that everyone eats healthily?,5,1,False
Does Brexit give us greater freedom?,5,4,False
Should the UK offer more tax incentives to attract foreign investment?,5,4,False
Is it okay to download pirated content from the internet?,5,0,False
Should businesses with more than 500 employees be required to publish gender pay gaps?,5,1,False
Should we allow the government to use facial recognition technology on the general public?,5,0,False
"Should the UK encourage a culture of generous tipping in restaurants and taxis, like in the US?",4,4,False
Should all people over the age of 50 be allowed to have a free driving licence check-up once a year?,5,3,False
Should the UK be more like the United States?,5,4,False
Is it right to force people to wear face masks in public places?,1,0,False
Should we maintain the existing electoral system?,5,1,False
Should the government support cultural organisations?,5,1,False
Should the government create an 'opt-out' system of organ donation?,5,0,False
Should the royal family continue to be funded by taxpayers?,5,1,False
Should we limit the amount of junk food that can be displayed in supermarkets?,5,2,False
Should we increase the supply of housing in the UK?,5,4,False
Should the government fund child care so that both parents can work?,5,1,False
Should companies be forced to put a warning on all products that contain sugar?,5,2,False
Should all new residential developments in the UK include a minimum percentage of affordable housing?,1,4,False
Does the UK really need a Royal family?,5,4,False
Should all of the money the government spends on education be spent on people under the age of 18?,5,3,False
Will climate change be a major issue in the 2040s?,5,0,False
Should we allow prisoners the vote?,5,3,False
Should a dog have the same right to live that a human has?,5,0,False
Should private companies be allowed to use facial recognition software?,1,0,False
Should parents be allowed to forbid their children from using the Internet?,5,3,False
Should the government continue to invest in nuclear power?,4,1,False
Do we need to restrict the amount of foreign direct investment in the UK?,5,4,False
Should we allow parents to delay the age at which their children start school?,5,3,False
Should we celebrate the life of Sir Winston Churchill?,5,4,False
Does the United Kingdom need to be a member of the European Union?,5,4,False
Would it be a good idea to reduce the voting age to 16?,5,3,False
Should we increase the minimum wage to £15 per hour?,5,1,False
Would it be a good idea to tax the richest people in the UK?,5,4,False
Is the United Nations a good place for the UK to be in to voice our views?,5,4,False
Should parents and caregivers be legally required to tell their children whether they are also their biological parents?,5,3,False
Should we legalise marijuana?,5,2,False
Is it okay to use chimps in medical research?,5,0,False
Should the government do more to reduce greenhouse gas emissions?,4,1,False
Should we build a new runway at Heathrow Airport?,5,4,False
Should there be a higher tax on the rich?,4,1,False
Should the BBC run the World Service?,5,4,False
Is it a good idea to force everyone in the UK to stop using fossil fuels?,5,4,False
Are laws banning private education a good idea?,5,3,False
Should we trust the decisions of experts on the climate change problem?,5,0,False
Should we continue to support overseas aid?,5,1,False
Should we have a minimum voting age of 18?,4,3,False
Is it fair that people in poorer parts of the UK have access to fewer resources and opportunities than people in wealthier parts of the UK?,1,4,False
Should there be more restrictions on the rights of landlords to increase rent?,5,1,False
Should we raise the minimum age for voting to 21?,5,3,False
Should university tuition fees be abolished?,1,3,False
Should the government require every new building in the UK to be designed to be carbon-neutral?,5,4,False
Should the government try to slow down the effects of climate change?,5,1,False
Should government funding of the arts be cut?,5,1,False
"Should all citizens be required to complete a community service requirement (e.g., help in a hospital or care home) for a set number of hours per year?",5,3,False
Should parents have a say in where their child goes to school?,4,3,False
Should we increase taxation to fund increased spending on public services?,5,1,False
Should the UK and EU trade goods freely without any tariffs?,5,4,False
Will artificial intelligence eventually make many humans unemployed?,5,0,False
Should the UK government subsidise petrol prices to bring them down?,5,1,False
Should the government use your income tax to provide subsidies to people who can't afford to have children?,5,1,False
Should the UK build new nuclear power plants?,5,4,False
Should the UK ban products that have been tested on animals?,5,2,False
Do we need rules that restrict the amount of plastic packaging that supermarkets use for food products?,5,2,False
Should the BBC remain independent of government?,5,4,False
Is the National Health Service well run?,5,4,False
Should Britain become a republic?,5,4,False
Is the BBC a good thing for society?,5,4,False
Should we ban plastic cutlery in the UK?,5,2,False
Should we abolish the monarchy?,5,1,False
Should we abolish student tuition fees?,5,3,False
Is it right to cut back on pensions?,5,1,False
Are all lives created equal?,5,0,False
"Should the BBC be funded by TV license fees, or should it be privately funded?",5,4,False
Should we introduce a 5% sugar tax on soft drinks?,5,1,False
Should UK universities be allowed to raise tuition fees as much as they want?,5,4,False
Should we end the monarchy and become a republic?,5,1,False
Has the UK benefited from European Union membership?,5,4,False
Is taxing the ultra-rich good for society?,5,1,False
Is the UK better off inside or outside of the European Union?,5,4,True
Is it okay to use human beings for medical experiments?,5,0,False
Should the UK government be allowed to spend taxpayer money to fund a space exploration program?,5,4,False
Should there be compulsory voting?,5,3,False
"Should we give more financial support to people who choose to be self-employed, or to people who work for employers?",5,1,False
Should we allow the creation of genetically modified babies?,5,0,False
Should we give a universal basic income to everyone?,5,1,False
Do we need an official 'code of conduct' for social media?,5,0,False
Should we discourage parents from having children after they are 50?,5,3,False
Should we build more road space?,4,1,False
Is it fair for the UK to receive financial aid from the EU?,4,4,False
Is the current government doing enough to improve social mobility?,5,1,False
Should we implement policies that limit the wealth that people can accumulate?,5,1,False
Should the government provide subsidies for parents to feed their children a nutritious breakfast?,5,3,False
Should we increase the availability of electric cars in the UK by requiring all petrol stations to install a minimum number of charging stations for electric cars?,4,4,False
Should the government subsidise more jobs in the construction industry?,5,1,False
Has the rise of social media been a positive development in society?,5,0,False
Should we tax people more who produce more pollution?,5,1,False
Should the UK build new nuclear power stations?,5,4,False
Are we all born with a unique purpose in life?,4,0,False
Should we change the voting age to 16?,5,3,False
Should people be able to use electronic devices on planes?,5,0,False
Should the King have to pay taxes?,5,1,False
Should we have a carbon tax to pay for investment in renewable energy?,5,1,False
Do we have an obligation to protect the world’s poor from coronavirus?,5,0,False
Should the UK government spend more money on renewable energy research?,5,4,False
Is the world facing a catastrophic loss of biodiversity?,5,0,False
Should the BBC be allowed to broadcast the same news stories in the UK as in other countries?,5,4,False
Are there some topics about which it is unreasonable to have an opinion?,5,0,False
Is the gender pay gap mainly due to discrimination?,5,0,False
Is the Royal family still a relevant part of society?,4,0,False
Should we ban the sale of petrol and diesel cars by 2030?,5,2,False
Is the United Kingdom doing enough to reduce the effects of climate change?,5,4,False
"Would the UK be better off if it had a monarchy, or if it had a President?",5,4,False
Is Brexit really a bad thing?,4,4,False
Do we really need a Royal Family?,4,1,False
Should the UK invest more in nuclear energy?,5,4,False
Should the BBC be privatised and the licence fee scrapped?,5,4,False
Should we raise the minimum wage to £12/hour?,1,1,False
Should parents have a legal right to override a decision by a medical team that the medical team has made about the medical treatment of their child?,5,0,False
Should the government spend money on preserving endangered species?,5,1,False
Should the UK government be required to reduce military spending in the next ten years?,5,4,False
Should the government make it compulsory for people with dogs to carry a doggy bag when they go on a walk?,4,0,False
Should the sale of all types of fireworks be banned?,4,2,False
Should the UK adopt a different model of military service?,5,4,False
Is it okay for people to be forced to wear a uniform to work?,3,0,False
Should doctors be allowed to prescribe heroin to addicts?,5,0,False
Should the government provide subsidies to people with low-paying jobs?,4,1,False
Should people be able to sue companies for making people addicted to the products they sell?,1,0,False
Should we have a global asylum seeking policy that requires nations to take in refugees fleeing war-torn countries?,5,1,False
Should parents have the right to opt their children out of sex education in schools?,4,3,False
Is it reasonable to prosecute parents who allow their children to skip school?,5,3,False
Should people be allowed to smoke on the streets?,4,2,False
Should the age for leaving school be reduced from 18 to 16?,5,3,False
Should we require school-leavers to complete one year of military service?,5,3,False
Should we end the monarchy?,4,1,False
"Should we prosecute people who are caught using drugs that are not considered a health risk, but are not legal?",5,0,False
Should the government reduce taxes for low-income families to reduce the income gap?,5,1,False
Should we provide housing for the elderly free of charge?,5,1,False
Should the police start to use more CCTV cameras to deter criminal activity?,5,0,False
Is it right to use animals in research that can cause them harm?,4,0,False
Does banning cars in cities reduce crime?,5,2,False
Should the government ban smoking in all public places?,5,2,False
Should we legalise recreational use of marijuana?,5,2,False
Should we ban the manufacture of plastic bags?,5,2,False
Should the government provide a universal basic income?,5,1,False
Should we allow more genetically modified crops to be grown in the UK?,5,4,False
Should the government be responsible for the cost of caring for the elderly?,5,1,False
Should we tax mobile phones to help fund the NHS?,5,4,False
Should there be a tax on sugar?,5,1,False
Is it okay to tell a white lie?,5,0,False
Should the government allow the press to publish stories that are harmful to the country?,5,0,False
"Should we change the current law that says it is illegal to download pirated movies, TV shows, music, and software?",5,0,False
Should a government guarantee every citizen access to a university education?,5,3,False
"Is it fair for the government to provide subsidies for solar panels on people's homes, even if they are the most expensive option?",4,1,False
Should the government make it easier for people who are struggling to repay their student loans to pay off their debt?,5,1,False
Should we implement a special tax for petrol cars to make people buy electric cars?,5,1,False
Is democracy really better than other forms of government?,5,1,False
Is it acceptable to use animals for medical testing?,5,0,False
Is it acceptable to build houses in areas that have been hit by flooding?,4,0,False
Should the government be more aggressive in its approach to global warming?,5,1,False
Does religion provide a good way of moral guidance for the world?,4,0,False
Should we lower electricity charges for people who buy electric cars?,4,1,False
Should we ban all cars from urban areas?,5,2,False
Should we ban the production of plastic packaging?,5,2,False
Is there too much focus on celebrity culture?,5,0,False
Should we impose a minimum age on social media use?,4,3,False
"Should everyone, including children, have the right to vote?",5,3,False
Is the human race overpopulating the earth?,4,0,False
Is it appropriate for the King to remain as head of state in a republic?,4,0,False
Should the UK invest more in renewable energy or nuclear energy?,4,4,False
Should we build more homes on agricultural land?,4,1,False
Should we have a capital gains tax?,4,1,False
Is it fair for the UK to import goods that are produced in countries with poor labour laws?,4,4,False
Has capitalism been good for humanity?,4,0,False
Should we keep using nuclear energy to generate electricity?,4,1,False
Should we give everyone a basic income?,4,1,False
Is it a good thing that humans are living longer lives?,4,0,False
Should we allow for more flexible working arrangements?,4,1,False
Is it ok to use tax-payers' money to provide free food in schools?,4,3,False
Is fracking a good way to produce energy?,4,1,False
Should the police and other government departments be required to publish all data that they gather?,4,0,False
Should universities reserve a certain number of places for students from disadvantaged backgrounds?,4,3,False
Should we have free higher education?,4,3,False
Would it be a good idea to further increase taxes for the wealthiest?,4,1,False
Should we be concerned about global warming?,4,1,False
Should employers have the right to demand that employees work on Christmas day?,4,3,False
is it OK to swear at your grandmother?,4,0,False
Should the NHS lower the price of antibiotics?,4,4,False
Is it time to introduce a nationwide ban on single-use plastic bags?,4,2,False
Should we ban all advertising that targets children?,4,2,False
Will artificial intelligence eventually be able to reproduce itself?,4,0,False
Is it okay to build a windfarm that blocks out views of a beach?,4,0,False
Is it right for the state to subsidise the arts?,4,1,False
Should the UK be a member of the EU?,4,4,False
Should there be a total ban on the sale of all fossil fuel vehicles in the UK?,4,2,False
Should the British government apologize for its colonial history?,4,4,False
Should the government support the development of wind farms in the UK?,5,4,False
Is it ever a good idea for the government to keep secrets?,3,0,False
Should schools put a ban on mobile phones?,4,2,False
Should we use nuclear energy?,3,1,False
Should there be taxes on sugar to reduce obesity?,5,1,False
Should the government have the power to censor things?,4,0,False
Should we do more to reduce traffic congestion in London?,4,4,False
Are school uniforms a good idea?,4,3,False
Should we cap rent increases in the private rental sector?,4,1,False
Should universities be allowed to set their own tuition fees?,4,3,False
Is it a good idea for the government to create a list of official 'national foods'?,4,0,False
Should the government fund more arts programmes and performances?,4,1,False
Is it OK to buy a dress you are only going to wear once?,3,0,False
Should the government provide a basic income to everyone?,4,1,False
Should the state provide universal child care for working parents?,4,3,False
"Should we promote and protect traditional cultural heritage, or embrace new influences?",4,1,False
Is it right for the government to invest in solar energy rather than coal?,3,1,False
Should all cars be banned in big cities?,4,2,False
Is the UK losing its scientific pre-eminence in the world?,4,4,False
Should the country stop importing foods from countries that use pesticides?,4,2,False
Should all government buildings be fitted with solar panels?,3,1,False
Is the UK doing enough to combat the climate crisis?,3,4,False
Is Brexit a good thing?,4,4,False
Should the British government invest in geoengineering to tackle climate change?,4,4,False
Should the UK rejoin the European Union?,3,4,False
Should we have a system of mandatory voting?,4,3,False
Should we change the system of democracy so that every voter has to vote on every issue?,4,3,False
Is it reasonable to force people to wear masks in public to reduce the spread of the COVID-19 virus?,3,0,False
Should we limit the number of times people are allowed to fly in an airplane?,4,0,False
Should religious people who believe that they have to worship on a specific day of the week be given time off from work on that day?,4,0,False
Would it be a good idea to further increase taxes for individuals?,4,1,False
Is there a 'crisis of faith' in the West?,4,0,False
Should universities be publicly funded?,3,1,False
Should there be tougher penalties for people who break the law more than once?,4,0,False
Should the government provide the public with free wifi?,1,1,False
Should we require people to have a university degree before becoming a nurse?,4,3,False
Is the Eurovision song contest a good or bad thing?,4,4,False
Should we have mandatory military service for all young people aged 18-25?,4,3,False
Should a person’s genetic code be considered private information?,4,0,True
Is it a good idea to reduce the number of nuclear submarines?,4,1,False
Should the government spend more on arts and culture?,4,1,False
Do people have a moral obligation to give a little money to charities they believe in?,4,0,False
Should we increase the salaries of teachers and doctors?,4,1,False
Is the free trade agreement with the EU a good thing?,4,4,False
Should prisoners be allowed to vote in UK elections?,4,4,False
Is a four day working week the key to the future?,4,1,False
Is it okay to kill a fox for sport?,4,0,False
Is it okay to use your cell phone while riding public transportation?,4,0,False
Is a 'sugar tax' the best way to combat childhood obesity?,4,1,False
Should more money be spent on building more railway lines?,3,1,False
Is it morally wrong to vote for a candidate because they have attractive facial features?,4,0,False
Should the government subsidise more public transport?,4,1,False
Should we increase taxes on alcohol and cigarettes?,3,1,False
Should all children in the UK receive free meals at school?,4,3,False
Should we abolish all private schools?,4,3,False
Was Boris Johnson a good prime minister?,4,4,False
Is it ethical for people to breed dogs for profit?,4,0,False
Should there be more or fewer restrictions on the movement of people across borders?,4,0,False
Do we need tighter regulation of internet companies?,4,1,False
Should the government ban certain words?,4,2,False
Should there be a maximum number of people allowed to be members of the House of Lords?,4,4,False
Has the EU been a good thing for the UK?,3,4,False
Should it be permissible to use public funds to promote religious teachings in public schools?,4,3,False
Should all couples be required to attend pre-marriage counselling?,3,3,False
Does drug use cause poverty?,4,0,False
Should there be a cap on carbon emissions?,4,1,False
Should we ban junk food advertising on TV?,4,2,False
Should we increase spending on our defence?,3,1,False
Should we lower the cost of university tuition?,4,1,False
Should we have a bank holiday to celebrate the lives of deceased monarchs?,4,4,False
Should we ban the private ownership of land?,4,2,False
Should the UK government regulate the price of bus travel?,4,4,False
Does the government have a legitimate interest in regulating the expression of religious beliefs?,4,0,False
Should people have to get a licence to have a dog?,4,0,False
Should we offer a tax-credit for every child that a family brings up?,3,3,False
Should it be legal to make money from the sale of genetic data?,4,0,False
Should the NHS be allowed to sell their drugs abroad at cheaper prices?,4,4,False
Should the UK allow for more or less immigration?,4,4,False
Should we have a second referendum on whether the UK should be part of the EU?,4,4,False
Is it ever okay to lie to a friend?,4,0,False
Should parents be allowed to take their children out of school for family holidays?,4,3,False
Would it be a good idea to ban the sale of cars with petrol engines?,4,2,False
Does the world's population have to rise to 12 billion before we hit the limit of what the planet can sustain?,3,1,False
Is a new runway needed at Heathrow?,4,4,False
Should we try to convince other countries to adopt the metric system?,2,1,False
Do we need a rule that bans the use of certain pesticides on lawns and gardens?,2,2,False
Should we require that all new cars sold in the UK be electric?,2,4,False
Should pornography be illegal?,2,2,False
Should we prioritize the elderly or the young when it comes to allocating NHS resources?,2,3,False
Are we doing enough to fight global warming?,2,1,False
Should the UK increase the amount of public funding it provides for the BBC?,2,4,False
Should all children study a foreign language until the age of 18?,2,3,False
Is the current minimum wage too high?,2,1,False
Is it ever okay for a person to take illegal drugs?,2,0,False
Should we require people to wear face masks at all times in public?,2,0,False
Should the minimum age of a person eligible to vote be lowered to 16?,2,3,False
Should children with learning disabilities be educated in the same classroom as children without them?,2,3,False
Should public transport always be cheaper than driving?,2,1,False
Should the United Kingdom become a federated republic?,2,4,False
Should we remove statues of historical figures who were associated with slavery?,2,2,False
Is there a safe limit for alcohol consumption?,2,0,False
Should the government provide a basic income to every UK citizen?,2,4,False
Should the government provide free higher education to all?,2,3,False
Will capitalism collapse in the next 10 years?,2,1,False
Should there be an independent investigation into the conduct of British politicians in the Iraq war?,2,4,False
Should the minimum wage be higher?,2,1,False
Should we increase taxes to invest more in schools and universities?,2,1,False
Is there any point to keeping a colony on the Falklands?,2,4,False
Should we get rid of a monarch?,2,1,False
Is it ever morally permissible to steal?,2,0,False
Is the increasing use of the internet leading to greater social isolation?,2,0,False
Should we ban the use of artificial sweeteners in food and drink?,2,2,False
Should there be a law that protects the right to have a haircut?,2,0,False
Should we introduce a universal basic income?,2,1,False
Should Britain’s military be sent to other countries to help with relief work after natural disasters?,2,4,False
Should we allow the public to vote on tax policy?,2,1,False
Is it okay to eat dogs and cats?,2,0,False
Should we stop all testing of animals in the field of cosmetics?,2,2,False
Should we build a new nuclear power plant in Wales?,2,4,False
Should the voting age be reduced from 18 to 16?,2,3,False
Are we currently under-spending on defence?,2,1,False
Should we require all new homes to be zero-carbon by 2025?,2,1,False
Do parents have a right to home school their children?,2,3,False
Should we ban smoking tobacco in cars if there are children present?,4,2,False
Should companies be required to list their directors’ salaries on their websites?,2,0,False
Should we do more to promote the concept of gender-neutrality?,2,0,False
